Country Name,Country Code,Indicator Name,FINAL,dd
Lesotho,LSO,Poverty gap at rural poverty line (%),,
Lesotho,LSO,Poverty headcount ratio at rural poverty line (% of rural population),6.5,
Lesotho,LSO,Poverty gap at urban poverty line (%),,
Lesotho,LSO,Poverty headcount ratio at urban poverty line (% of urban population),41.5,
Liberia,LBR,Income share held by second 20%,11.35,
Liberia,LBR,Income share held by third 20%,15.66,
Liberia,LBR,Income share held by fourth 20%,21.6,
Liberia,LBR,Income share held by highest 20%,44.95,
Liberia,LBR,Income share held by highest 10%,3.1,
Liberia,LBR,Income share held by lowest 10%,2.35,
Liberia,LBR,Income share held by lowest 20%,6.44,
Liberia,LBR,Poverty headcount ratio at $2 a day (PPP) (% of population),94.88,
Liberia,LBR,Poverty headcount ratio at $1.25 a day (PPP) (% of population),83.76,
Liberia,LBR,Poverty gap at $2 a day (PPP) (%),59.62,
Liberia,LBR,Poverty gap at $1.25 a day (PPP) (%),4.9,
Liberia,LBR,GINI index,38.16,
Liberia,LBR,Poverty gap at national poverty line (%),24.4,
Liberia,LBR,Poverty headcount ratio at national poverty line (% of population),63.8,
Liberia,LBR,Poverty gap at rural poverty line (%),26.3,
Liberia,LBR,Poverty headcount ratio at rural poverty line (% of rural population),67.7,
Liberia,LBR,Poverty gap at urban poverty line (%),2.2,
Liberia,LBR,Poverty headcount ratio at urban poverty line (% of urban population),55.1,
Libya,LBY,Income share held by second 20%,,
Libya,LBY,Income share held by third 20%,,
Libya,LBY,Income share held by fourth 20%,,
Libya,LBY,Income share held by highest 20%,,
Libya,LBY,Income share held by highest 10%,,
Libya,LBY,Income share held by lowest 10%,,
Libya,LBY,Income share held by lowest 20%,,
Libya,LBY,Poverty headcount ratio at $2 a day (PPP) (% of population),,
Libya,LBY,Poverty headcount ratio at $1.25 a day (PPP) (% of population),,
Libya,LBY,Poverty gap at $2 a day (PPP) (%),,
Libya,LBY,Poverty gap at $1.25 a day (PPP) (%),,
Libya,LBY,GINI index,,
Libya,LBY,Poverty gap at national poverty line (%),,
Libya,LBY,Poverty headcount ratio at national poverty line (% of population),,
Libya,LBY,Poverty gap at rural poverty line (%),,
Libya,LBY,Poverty headcount ratio at rural poverty line (% of rural population),,
Libya,LBY,Poverty gap at urban poverty line (%),,
Libya,LBY,Poverty headcount ratio at urban poverty line (% of urban population),,
Liechtenstein,LIE,Income share held by second 20%,,
Liechtenstein,LIE,Income share held by third 20%,,
Liechtenstein,LIE,Income share held by fourth 20%,,
Liechtenstein,LIE,Income share held by highest 20%,,
Liechtenstein,LIE,Income share held by highest 10%,,
Liechtenstein,LIE,Income share held by lowest 10%,,
Liechtenstein,LIE,Income share held by lowest 20%,,
Liechtenstein,LIE,Poverty headcount ratio at $2 a day (PPP) (% of population),,
Liechtenstein,LIE,Poverty headcount ratio at $1.25 a day (PPP) (% of population),,
Liechtenstein,LIE,Poverty gap at $2 a day (PPP) (%),,
Liechtenstein,LIE,Poverty gap at $1.25 a day (PPP) (%),,
Liechtenstein,LIE,GINI index,,
Liechtenstein,LIE,Poverty gap at national poverty line (%),,
Liechtenstein,LIE,Poverty headcount ratio at national poverty line (% of population),,
Liechtenstein,LIE,Poverty gap at rural poverty line (%),,
Liechtenstein,LIE,Poverty headcount ratio at rural poverty line (% of rural population),,
Liechtenstein,LIE,Poverty gap at urban poverty line (%),,
Liechtenstein,LIE,Poverty headcount ratio at urban poverty line (% of urban population),,
Lithuania,LTU,Income share held by second 20%,11.12,
Lithuania,LTU,Income share held by third 20%,15.73,
Lithuania,LTU,Income share held by fourth 20%,22.13,
Lithuania,LTU,Income share held by highest 20%,44.4,
Lithuania,LTU,Income share held by highest 10%,29.1,
Lithuania,LTU,Income share held by lowest 10%,2.63,
Lithuania,LTU,Income share held by lowest 20%,6.62,
Lithuania,LTU,Poverty headcount ratio at $2 a day (PPP) (% of population),0.44,
Lithuania,LTU,Poverty headcount ratio at $1.25 a day (PPP) (% of population),0.16,
Lithuania,LTU,Poverty gap at $2 a day (PPP) (%),0.16,
Lithuania,LTU,Poverty gap at $1.25 a day (PPP) (%),0.9,
Lithuania,LTU,GINI index,37.57,
Lithuania,LTU,Poverty gap at national poverty line (%),,
Lithuania,LTU,Poverty headcount ratio at national poverty line (% of population),,
Lithuania,LTU,Poverty gap at rural poverty line (%),,
Lithuania,LTU,Poverty headcount ratio at rural poverty line (% of rural population),,
Lithuania,LTU,Poverty gap at urban poverty line (%),,
Lithuania,LTU,Poverty headcount ratio at urban poverty line (% of urban population),,
Luxembourg,LUX,Income share held by second 20%,12.92,
Luxembourg,LUX,Income share held by third 20%,17.11,
Luxembourg,LUX,Income share held by fourth 20%,22.69,
Luxembourg,LUX,Income share held by highest 20%,38.85,
Luxembourg,LUX,Income share held by highest 10%,23.77,
Luxembourg,LUX,Income share held by lowest 10%,3.5,
Luxembourg,LUX,Income share held by lowest 20%,8.43,
Luxembourg,LUX,Poverty headcount ratio at $2 a day (PPP) (% of population),,
Luxembourg,LUX,Poverty headcount ratio at $1.25 a day (PPP) (% of population),,
Luxembourg,LUX,Poverty gap at $2 a day (PPP) (%),,
Luxembourg,LUX,Poverty gap at $1.25 a day (PPP) (%),,
Luxembourg,LUX,GINI index,3.76,
Luxembourg,LUX,Poverty gap at national poverty line (%),,
Luxembourg,LUX,Poverty headcount ratio at national poverty line (% of population),,
Luxembourg,LUX,Poverty gap at rural poverty line (%),,
Luxembourg,LUX,Poverty headcount ratio at rural poverty line (% of rural population),,
Luxembourg,LUX,Poverty gap at urban poverty line (%),,
Luxembourg,LUX,Poverty headcount ratio at urban poverty line (% of urban population),,
"Macao SAR, China",MAC,Income share held by second 20%,,
"Macao SAR, China",MAC,Income share held by third 20%,,
"Macao SAR, China",MAC,Income share held by fourth 20%,,
"Macao SAR, China",MAC,Income share held by highest 20%,,
"Macao SAR, China",MAC,Income share held by highest 10%,,
"Macao SAR, China",MAC,Income share held by lowest 10%,,
"Macao SAR, China",MAC,Income share held by lowest 20%,,
"Macao SAR, China",MAC,Poverty headcount ratio at $2 a day (PPP) (% of population),,
"Macao SAR, China",MAC,Poverty headcount ratio at $1.25 a day (PPP) (% of population),,
"Macao SAR, China",MAC,Poverty gap at $2 a day (PPP) (%),,
"Macao SAR, China",MAC,Poverty gap at $1.25 a day (PPP) (%),,
"Macao SAR, China",MAC,GINI index,,
"Macao SAR, China",MAC,Poverty gap at national poverty line (%),,
"Macao SAR, China",MAC,Poverty headcount ratio at national poverty line (% of population),,
"Macao SAR, China",MAC,Poverty gap at rural poverty line (%),,
"Macao SAR, China",MAC,Poverty headcount ratio at rural poverty line (% of rural population),,
"Macao SAR, China",MAC,Poverty gap at urban poverty line (%),,
"Macao SAR, China",MAC,Poverty headcount ratio at urban poverty line (% of urban population),,
"Macedonia, FYR",MKD,Income share held by second 20%,9.49,
"Macedonia, FYR",MKD,Income share held by third 20%,14.53,
"Macedonia, FYR",MKD,Income share held by fourth 20%,21.98,
"Macedonia, FYR",MKD,Income share held by highest 20%,48.87,
"Macedonia, FYR",MKD,Income share held by highest 10%,32.4,
"Macedonia, FYR",MKD,Income share held by lowest 10%,2.3,
"Macedonia, FYR",MKD,Income share held by lowest 20%,5.13,
"Macedonia, FYR",MKD,Poverty headcount ratio at $2 a day (PPP) (% of population),5.91,
"Macedonia, FYR",MKD,Poverty headcount ratio at $1.25 a day (PPP) (% of population),0.29,
"Macedonia, FYR",MKD,Poverty gap at $2 a day (PPP) (%),0.89,
"Macedonia, FYR",MKD,Poverty gap at $1.25 a day (PPP) (%),0.4,
"Macedonia, FYR",MKD,GINI index,43.17,
"Macedonia, FYR",MKD,Poverty gap at national poverty line (%),7.2,
"Macedonia, FYR",MKD,Poverty headcount ratio at national poverty line (% of population),19,
"Macedonia, FYR",MKD,Poverty gap at rural poverty line (%),7.7,
"Macedonia, FYR",MKD,Poverty headcount ratio at rural poverty line (% of rural population),21.3,
"Macedonia, FYR",MKD,Poverty gap at urban poverty line (%),6.9,
"Macedonia, FYR",MKD,Poverty headcount ratio at urban poverty line (% of urban population),17.7,
Madagascar,MDG,Income share held by second 20%,9.48,
Madagascar,MDG,Income share held by third 20%,14.9,
Madagascar,MDG,Income share held by fourth 20%,2.88,
Madagascar,MDG,Income share held by highest 20%,5.14,
Madagascar,MDG,Income share held by highest 10%,34.68,
Madagascar,MDG,Income share held by lowest 10%,2.2,
Madagascar,MDG,Income share held by lowest 20%,5.41,
Madagascar,MDG,Poverty headcount ratio at $2 a day (PPP) (% of population),92.62,
Madagascar,MDG,Poverty headcount ratio at $1.25 a day (PPP) (% of population),81.29,
Madagascar,MDG,Poverty gap at $2 a day (PPP) (%),6.1,
Madagascar,MDG,Poverty gap at $1.25 a day (PPP) (%),43.26,
Madagascar,MDG,GINI index,44.11,
Madagascar,MDG,Poverty gap at national poverty line (%),26.8,
Madagascar,MDG,Poverty headcount ratio at national poverty line (% of population),68.7,
Madagascar,MDG,Poverty gap at rural poverty line (%),28.9,
Madagascar,MDG,Poverty headcount ratio at rural poverty line (% of rural population),73.5,
Madagascar,MDG,Poverty gap at urban poverty line (%),19.3,
Madagascar,MDG,Poverty headcount ratio at urban poverty line (% of urban population),52,
Malawi,MWI,Income share held by second 20%,1.78,
Malawi,MWI,Income share held by third 20%,14.89,
Malawi,MWI,Income share held by fourth 20%,2.79,
Malawi,MWI,Income share held by highest 20%,46.53,
Malawi,MWI,Income share held by highest 10%,31.85,
Malawi,MWI,Income share held by lowest 10%,3.2,
Malawi,MWI,Income share held by lowest 20%,7.1,
Malawi,MWI,Poverty headcount ratio at $2 a day (PPP) (% of population),9.45,
Malawi,MWI,Poverty headcount ratio at $1.25 a day (PPP) (% of population),73.86,
Malawi,MWI,Poverty gap at $2 a day (PPP) (%),51.78,
Malawi,MWI,Poverty gap at $1.25 a day (PPP) (%),32.31,
Malawi,MWI,GINI index,39.2,
Malawi,MWI,Poverty gap at national poverty line (%),18.9,
Malawi,MWI,Poverty headcount ratio at national poverty line (% of population),5.7,
Malawi,MWI,Poverty gap at rural poverty line (%),21.4,
Malawi,MWI,Poverty headcount ratio at rural poverty line (% of rural population),56.6,
Malawi,MWI,Poverty gap at urban poverty line (%),4.8,
Malawi,MWI,Poverty headcount ratio at urban poverty line (% of urban population),17.3,
Malaysia,MYS,Income share held by second 20%,8.65,
Malaysia,MYS,Income share held by third 20%,13.72,
Malaysia,MYS,Income share held by fourth 20%,21.64,
Malaysia,MYS,Income share held by highest 20%,51.45,
Malaysia,MYS,Income share held by highest 10%,34.65,
Malaysia,MYS,Income share held by lowest 10%,1.78,
Malaysia,MYS,Income share held by lowest 20%,4.54,
Malaysia,MYS,Poverty headcount ratio at $2 a day (PPP) (% of population),2.27,
Malaysia,MYS,Poverty headcount ratio at $1.25 a day (PPP) (% of population),0.54,
Malaysia,MYS,Poverty gap at $2 a day (PPP) (%),0.16,
Malaysia,MYS,Poverty gap at $1.25 a day (PPP) (%),0.6,
Malaysia,MYS,GINI index,46.21,
Malaysia,MYS,Poverty gap at national poverty line (%),0.8,
Malaysia,MYS,Poverty headcount ratio at national poverty line (% of population),3.8,
Malaysia,MYS,Poverty gap at rural poverty line (%),1.8,
Malaysia,MYS,Poverty headcount ratio at rural poverty line (% of rural population),8.4,
Malaysia,MYS,Poverty gap at urban poverty line (%),0.3,
Malaysia,MYS,Poverty headcount ratio at urban poverty line (% of urban population),1.7,
Maldives,MDV,Income share held by second 20%,1.88,
Maldives,MDV,Income share held by third 20%,15.71,
Maldives,MDV,Income share held by fourth 20%,22.66,
Maldives,MDV,Income share held by highest 20%,44.24,
Maldives,MDV,Income share held by highest 10%,28.3,
Maldives,MDV,Income share held by lowest 10%,2.71,
Maldives,MDV,Income share held by lowest 20%,6.51,
Maldives,MDV,Poverty headcount ratio at $2 a day (PPP) (% of population),,
Maldives,MDV,Poverty headcount ratio at $1.25 a day (PPP) (% of population),,
Maldives,MDV,Poverty gap at $2 a day (PPP) (%),,
Maldives,MDV,Poverty gap at $1.25 a day (PPP) (%),,
Maldives,MDV,GINI index,37.37,
Maldives,MDV,Poverty gap at national poverty line (%),,
Maldives,MDV,Poverty headcount ratio at national poverty line (% of population),,
Maldives,MDV,Poverty gap at rural poverty line (%),,
Maldives,MDV,Poverty headcount ratio at rural poverty line (% of rural population),,
Maldives,MDV,Poverty gap at urban poverty line (%),,
Maldives,MDV,Poverty headcount ratio at urban poverty line (% of urban population),,
Mali,MLI,Income share held by second 20%,11.99,
Mali,MLI,Income share held by third 20%,16.33,
Mali,MLI,Income share held by fourth 20%,22.41,
Mali,MLI,Income share held by highest 20%,41.3,
Mali,MLI,Income share held by highest 10%,25.83,
Mali,MLI,Income share held by lowest 10%,3.47,
Mali,MLI,Income share held by lowest 20%,7.97,
Mali,MLI,Poverty headcount ratio at $2 a day (PPP) (% of population),78.66,
Mali,MLI,Poverty headcount ratio at $1.25 a day (PPP) (% of population),5.43,
Mali,MLI,Poverty gap at $2 a day (PPP) (%),35.2,
Mali,MLI,Poverty gap at $1.25 a day (PPP) (%),16.36,
Mali,MLI,GINI index,33.2,
Mali,MLI,Poverty gap at national poverty line (%),13.2,
Mali,MLI,Poverty headcount ratio at national poverty line (% of population),43.6,
Mali,MLI,Poverty gap at rural poverty line (%),15.6,
Mali,MLI,Poverty headcount ratio at rural poverty line (% of rural population),5.6,
Mali,MLI,Poverty gap at urban poverty line (%),4.8,
Mali,MLI,Poverty headcount ratio at urban poverty line (% of urban population),18.9,
Malta,MLT,Income share held by second 20%,,
Malta,MLT,Income share held by third 20%,,
Malta,MLT,Income share held by fourth 20%,,
Malta,MLT,Income share held by highest 20%,,
Malta,MLT,Income share held by highest 10%,,
Malta,MLT,Income share held by lowest 10%,,
Malta,MLT,Income share held by lowest 20%,,
Malta,MLT,Poverty headcount ratio at $2 a day (PPP) (% of population),,
Malta,MLT,Poverty headcount ratio at $1.25 a day (PPP) (% of population),,
Malta,MLT,Poverty gap at $2 a day (PPP) (%),,
Malta,MLT,Poverty gap at $1.25 a day (PPP) (%),,
Malta,MLT,GINI index,,
Malta,MLT,Poverty gap at national poverty line (%),,
Malta,MLT,Poverty headcount ratio at national poverty line (% of population),,
Malta,MLT,Poverty gap at rural poverty line (%),,
Malta,MLT,Poverty headcount ratio at rural poverty line (% of rural population),,
Malta,MLT,Poverty gap at urban poverty line (%),,
Malta,MLT,Poverty headcount ratio at urban poverty line (% of urban population),,
Marshall Islands,MHL,Income share held by second 20%,,
Marshall Islands,MHL,Income share held by third 20%,,
Marshall Islands,MHL,Income share held by fourth 20%,,
Marshall Islands,MHL,Income share held by highest 20%,,
Marshall Islands,MHL,Income share held by highest 10%,,
Marshall Islands,MHL,Income share held by lowest 10%,,
Marshall Islands,MHL,Income share held by lowest 20%,,
Marshall Islands,MHL,Poverty headcount ratio at $2 a day (PPP) (% of population),,
Marshall Islands,MHL,Poverty headcount ratio at $1.25 a day (PPP) (% of population),,
Marshall Islands,MHL,Poverty gap at $2 a day (PPP) (%),,
Marshall Islands,MHL,Poverty gap at $1.25 a day (PPP) (%),,
Marshall Islands,MHL,GINI index,,
Marshall Islands,MHL,Poverty gap at national poverty line (%),,
Marshall Islands,MHL,Poverty headcount ratio at national poverty line (% of population),,
Marshall Islands,MHL,Poverty gap at rural poverty line (%),,
Marshall Islands,MHL,Poverty headcount ratio at rural poverty line (% of rural population),,
Marshall Islands,MHL,Poverty gap at urban poverty line (%),,
Marshall Islands,MHL,Poverty headcount ratio at urban poverty line (% of urban population),,
Mauritania,MRT,Income share held by second 20%,1.44,
Mauritania,MRT,Income share held by third 20%,15.5,
Mauritania,MRT,Income share held by fourth 20%,21.51,
Mauritania,MRT,Income share held by highest 20%,46.98,
Mauritania,MRT,Income share held by highest 10%,31.62,
Mauritania,MRT,Income share held by lowest 10%,2.43,
Mauritania,MRT,Income share held by lowest 20%,6.2,
Mauritania,MRT,Poverty headcount ratio at $2 a day (PPP) (% of population),47.69,
Mauritania,MRT,Poverty headcount ratio at $1.25 a day (PPP) (% of population),23.43,
Mauritania,MRT,Poverty gap at $2 a day (PPP) (%),17.66,
Mauritania,MRT,Poverty gap at $1.25 a day (PPP) (%),6.79,
Mauritania,MRT,GINI index,4.46,
Mauritania,MRT,Poverty gap at national poverty line (%),14.5,
Mauritania,MRT,Poverty headcount ratio at national poverty line (% of population),42,
Mauritania,MRT,Poverty gap at rural poverty line (%),22.3,
Mauritania,MRT,Poverty headcount ratio at rural poverty line (% of rural population),59.4,
Mauritania,MRT,Poverty gap at urban poverty line (%),4.9,
Mauritania,MRT,Poverty headcount ratio at urban poverty line (% of urban population),2.8,
Mauritius,MUS,Income share held by second 20%,,
Mauritius,MUS,Income share held by third 20%,,
Mauritius,MUS,Income share held by fourth 20%,,
Mauritius,MUS,Income share held by highest 20%,,
Mauritius,MUS,Income share held by highest 10%,,
Mauritius,MUS,Income share held by lowest 10%,,
Mauritius,MUS,Income share held by lowest 20%,,
Mauritius,MUS,Poverty headcount ratio at $2 a day (PPP) (% of population),,
Mauritius,MUS,Poverty headcount ratio at $1.25 a day (PPP) (% of population),,
Mauritius,MUS,Poverty gap at $2 a day (PPP) (%),,
Mauritius,MUS,Poverty gap at $1.25 a day (PPP) (%),,
Mauritius,MUS,GINI index,,
Mauritius,MUS,Poverty gap at national poverty line (%),,
Mauritius,MUS,Poverty headcount ratio at national poverty line (% of population),,
Mauritius,MUS,Poverty gap at rural poverty line (%),,
Mauritius,MUS,Poverty headcount ratio at rural poverty line (% of rural population),,
Mauritius,MUS,Poverty gap at urban poverty line (%),,
Mauritius,MUS,Poverty headcount ratio at urban poverty line (% of urban population),,
Mexico,MEX,Income share held by second 20%,8.65,
Mexico,MEX,Income share held by third 20%,13.8,
Mexico,MEX,Income share held by fourth 20%,19.87,
Mexico,MEX,Income share held by highest 20%,53.67,
Mexico,MEX,Income share held by highest 10%,38.68,
Mexico,MEX,Income share held by lowest 10%,1.81,
Mexico,MEX,Income share held by lowest 20%,4.73,
Mexico,MEX,Poverty headcount ratio at $2 a day (PPP) (% of population),5.19,
Mexico,MEX,Poverty headcount ratio at $1.25 a day (PPP) (% of population),1.15,
Mexico,MEX,Poverty gap at $2 a day (PPP) (%),1.29,
Mexico,MEX,Poverty gap at $1.25 a day (PPP) (%),0.34,
Mexico,MEX,GINI index,48.28,
Mexico,MEX,Poverty gap at national poverty line (%),,
Mexico,MEX,Poverty headcount ratio at national poverty line (% of population),51.3,
Mexico,MEX,Poverty gap at rural poverty line (%),,
Mexico,MEX,Poverty headcount ratio at rural poverty line (% of rural population),6.8,
Mexico,MEX,Poverty gap at urban poverty line (%),,
Mexico,MEX,Poverty headcount ratio at urban poverty line (% of urban population),45.5,
"Micronesia, Fed. Sts.",FSM,Income share held by second 20%,5.16,
"Micronesia, Fed. Sts.",FSM,Income share held by third 20%,1.2,
"Micronesia, Fed. Sts.",FSM,Income share held by fourth 20%,19.7,
"Micronesia, Fed. Sts.",FSM,Income share held by highest 20%,63.98,
"Micronesia, Fed. Sts.",FSM,Income share held by highest 10%,47.12,
"Micronesia, Fed. Sts.",FSM,Income share held by lowest 10%,0.41,
"Micronesia, Fed. Sts.",FSM,Income share held by lowest 20%,1.59,
"Micronesia, Fed. Sts.",FSM,Poverty headcount ratio at $2 a day (PPP) (% of population),44.69,
"Micronesia, Fed. Sts.",FSM,Poverty headcount ratio at $1.25 a day (PPP) (% of population),31.15,
"Micronesia, Fed. Sts.",FSM,Poverty gap at $2 a day (PPP) (%),24.54,
"Micronesia, Fed. Sts.",FSM,Poverty gap at $1.25 a day (PPP) (%),16.32,
"Micronesia, Fed. Sts.",FSM,GINI index,61.1,
"Micronesia, Fed. Sts.",FSM,Poverty gap at national poverty line (%),,
"Micronesia, Fed. Sts.",FSM,Poverty headcount ratio at national poverty line (% of population),,
"Micronesia, Fed. Sts.",FSM,Poverty gap at rural poverty line (%),,
"Micronesia, Fed. Sts.",FSM,Poverty headcount ratio at rural poverty line (% of rural population),,
"Micronesia, Fed. Sts.",FSM,Poverty gap at urban poverty line (%),,
"Micronesia, Fed. Sts.",FSM,Poverty headcount ratio at urban poverty line (% of urban population),,
Moldova,MDA,Income share held by second 20%,12.19,
Moldova,MDA,Income share held by third 20%,16.52,
Moldova,MDA,Income share held by fourth 20%,22.34,
Moldova,MDA,Income share held by highest 20%,41.15,
Moldova,MDA,Income share held by highest 10%,25.97,
Moldova,MDA,Income share held by lowest 10%,3.3,
Moldova,MDA,Income share held by lowest 20%,7.8,
Moldova,MDA,Poverty headcount ratio at $2 a day (PPP) (% of population),4.35,
Moldova,MDA,Poverty headcount ratio at $1.25 a day (PPP) (% of population),0.39,
Moldova,MDA,Poverty gap at $2 a day (PPP) (%),0.73,
Moldova,MDA,Poverty gap at $1.25 a day (PPP) (%),0.8,
Moldova,MDA,GINI index,33.3,
Moldova,MDA,Poverty gap at national poverty line (%),4.5,
Moldova,MDA,Poverty headcount ratio at national poverty line (% of population),21.9,
Moldova,MDA,Poverty gap at rural poverty line (%),6.5,
Moldova,MDA,Poverty headcount ratio at rural poverty line (% of rural population),3.3,
Moldova,MDA,Poverty gap at urban poverty line (%),1.8,
Moldova,MDA,Poverty headcount ratio at urban poverty line (% of urban population),1.4,
Monaco,MCO,Income share held by second 20%,,
Monaco,MCO,Income share held by third 20%,,
Monaco,MCO,Income share held by fourth 20%,,
Monaco,MCO,Income share held by highest 20%,,
Monaco,MCO,Income share held by highest 10%,,
Monaco,MCO,Income share held by lowest 10%,,
Monaco,MCO,Income share held by lowest 20%,,
Monaco,MCO,Poverty headcount ratio at $2 a day (PPP) (% of population),,
Monaco,MCO,Poverty headcount ratio at $1.25 a day (PPP) (% of population),,
Monaco,MCO,Poverty gap at $2 a day (PPP) (%),,
Monaco,MCO,Poverty gap at $1.25 a day (PPP) (%),,
Monaco,MCO,GINI index,,
Monaco,MCO,Poverty gap at national poverty line (%),,
Monaco,MCO,Poverty headcount ratio at national poverty line (% of population),,
Monaco,MCO,Poverty gap at rural poverty line (%),,
Monaco,MCO,Poverty headcount ratio at rural poverty line (% of rural population),,
Monaco,MCO,Poverty gap at urban poverty line (%),,
Monaco,MCO,Poverty headcount ratio at urban poverty line (% of urban population),,
Mongolia,MNG,Income share held by second 20%,11.15,
Mongolia,MNG,Income share held by third 20%,15.62,
Mongolia,MNG,Income share held by fourth 20%,22.9,
Mongolia,MNG,Income share held by highest 20%,44.4,
Mongolia,MNG,Income share held by highest 10%,28.38,
Mongolia,MNG,Income share held by lowest 10%,3.4,
Mongolia,MNG,Income share held by lowest 20%,7.1,
Mongolia,MNG,Poverty headcount ratio at $2 a day (PPP) (% of population),,
Mongolia,MNG,Poverty headcount ratio at $1.25 a day (PPP) (% of population),,
Mongolia,MNG,Poverty gap at $2 a day (PPP) (%),,
Mongolia,MNG,Poverty gap at $1.25 a day (PPP) (%),,
Mongolia,MNG,GINI index,36.52,
Mongolia,MNG,Poverty gap at national poverty line (%),,
Mongolia,MNG,Poverty headcount ratio at national poverty line (% of population),39.2,
Mongolia,MNG,Poverty gap at rural poverty line (%),,
Mongolia,MNG,Poverty headcount ratio at rural poverty line (% of rural population),47.8,
Mongolia,MNG,Poverty gap at urban poverty line (%),,
Mongolia,MNG,Poverty headcount ratio at urban poverty line (% of urban population),32.2,
Montenegro,MNE,Income share held by second 20%,13.13,
Montenegro,MNE,Income share held by third 20%,17.22,
Montenegro,MNE,Income share held by fourth 20%,22.38,
Montenegro,MNE,Income share held by highest 20%,38.77,
Montenegro,MNE,Income share held by highest 10%,24.12,
Montenegro,MNE,Income share held by lowest 10%,3.57,
Montenegro,MNE,Income share held by lowest 20%,8.5,
Montenegro,MNE,Poverty headcount ratio at $2 a day (PPP) (% of population),0.3,
Montenegro,MNE,Poverty headcount ratio at $1.25 a day (PPP) (% of population),0.12,
Montenegro,MNE,Poverty gap at $2 a day (PPP) (%),0.12,
Montenegro,MNE,Poverty gap at $1.25 a day (PPP) (%),0.8,
Montenegro,MNE,GINI index,29.99,
Montenegro,MNE,Poverty gap at national poverty line (%),1.1,
Montenegro,MNE,Poverty headcount ratio at national poverty line (% of population),6.6,
Montenegro,MNE,Poverty gap at rural poverty line (%),1.7,
Montenegro,MNE,Poverty headcount ratio at rural poverty line (% of rural population),11.3,
Montenegro,MNE,Poverty gap at urban poverty line (%),0.7,
Montenegro,MNE,Poverty headcount ratio at urban poverty line (% of urban population),4,
Morocco,MAR,Income share held by second 20%,1.45,
Morocco,MAR,Income share held by third 20%,14.54,
Morocco,MAR,Income share held by fourth 20%,2.61,
Morocco,MAR,Income share held by highest 20%,47.88,
Morocco,MAR,Income share held by highest 10%,33.22,
Morocco,MAR,Income share held by lowest 10%,2.66,
Morocco,MAR,Income share held by lowest 20%,6.52,
Morocco,MAR,Poverty headcount ratio at $2 a day (PPP) (% of population),14.3,
Morocco,MAR,Poverty headcount ratio at $1.25 a day (PPP) (% of population),2.52,
Morocco,MAR,Poverty gap at $2 a day (PPP) (%),3.16,
Morocco,MAR,Poverty gap at $1.25 a day (PPP) (%),0.54,
Morocco,MAR,GINI index,4.88,
Morocco,MAR,Poverty gap at national poverty line (%),,
Morocco,MAR,Poverty headcount ratio at national poverty line (% of population),9,
Morocco,MAR,Poverty gap at rural poverty line (%),,
Morocco,MAR,Poverty headcount ratio at rural poverty line (% of rural population),14.5,
Morocco,MAR,Poverty gap at urban poverty line (%),,
Morocco,MAR,Poverty headcount ratio at urban poverty line (% of urban population),4.8,
Mozambique,MOZ,Income share held by second 20%,9.47,
Mozambique,MOZ,Income share held by third 20%,13.74,
Mozambique,MOZ,Income share held by fourth 20%,2.1,
Mozambique,MOZ,Income share held by highest 20%,51.46,
Mozambique,MOZ,Income share held by highest 10%,36.73,
Mozambique,MOZ,Income share held by lowest 10%,1.94,
Mozambique,MOZ,Income share held by lowest 20%,5.23,
Mozambique,MOZ,Poverty headcount ratio at $2 a day (PPP) (% of population),81.77,
Mozambique,MOZ,Poverty headcount ratio at $1.25 a day (PPP) (% of population),59.58,
Mozambique,MOZ,Poverty gap at $2 a day (PPP) (%),42.86,
Mozambique,MOZ,Poverty gap at $1.25 a day (PPP) (%),25.13,
Mozambique,MOZ,GINI index,45.66,
Mozambique,MOZ,Poverty gap at national poverty line (%),21.2,
Mozambique,MOZ,Poverty headcount ratio at national poverty line (% of population),54.7,
Mozambique,MOZ,Poverty gap at rural poverty line (%),22.2,
Mozambique,MOZ,Poverty headcount ratio at rural poverty line (% of rural population),56.9,
Mozambique,MOZ,Poverty gap at urban poverty line (%),19.1,
Mozambique,MOZ,Poverty headcount ratio at urban poverty line (% of urban population),49.6,
Myanmar,MMR,Income share held by second 20%,,
Myanmar,MMR,Income share held by third 20%,,
Myanmar,MMR,Income share held by fourth 20%,,
Myanmar,MMR,Income share held by highest 20%,,
Myanmar,MMR,Income share held by highest 10%,,
Myanmar,MMR,Income share held by lowest 10%,,
Myanmar,MMR,Income share held by lowest 20%,,
Myanmar,MMR,Poverty headcount ratio at $2 a day (PPP) (% of population),,
Myanmar,MMR,Poverty headcount ratio at $1.25 a day (PPP) (% of population),,
Myanmar,MMR,Poverty gap at $2 a day (PPP) (%),,
Myanmar,MMR,Poverty gap at $1.25 a day (PPP) (%),,
Myanmar,MMR,GINI index,,
Myanmar,MMR,Poverty gap at national poverty line (%),,
Myanmar,MMR,Poverty headcount ratio at national poverty line (% of population),,
Myanmar,MMR,Poverty gap at rural poverty line (%),,
Myanmar,MMR,Poverty headcount ratio at rural poverty line (% of rural population),,
Myanmar,MMR,Poverty gap at urban poverty line (%),,
Myanmar,MMR,Poverty headcount ratio at urban poverty line (% of urban population),,
Namibia,NAM,Income share held by second 20%,5.3,
Namibia,NAM,Income share held by third 20%,8.24,
Namibia,NAM,Income share held by fourth 20%,14.96,
